場名,場コード,開催日,レース,枠,登録番号,級別,氏名,F数,L数,平均ST,全国勝率,全国2連率,全国3連率,当地勝率,当地2連率,当地3連率,モーターNo,モーター2連率,モーター3連率,ボートNo,ボート2連率,ボート3連率,1日目成績,2日目成績,3日目成績,4日目成績,5日目成績,6日目成績,支部,出身,年齢,締切時刻,節名,企画名,日目
桐生,01,20260829,3R,2,3415,A1,松井　　　繁,0,0,0.14,7.16,46.15,63.08,6.76,40.54,64.86,62,42.31,60.44,40,30.95,46.43,7R/4/.01/5,6R/1/.11/1,5R/6/.09/5 10R/2/.17/5,3R/5/.12/4,,,大阪,大阪,56,15:54,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,3R,3,3942,A1,寺田　　　祥,0,0,0.14,6.94,55.14,71.96,4.43,14.29,28.57,69,35.63,55.00,36,34.64,54.19,6R/6/.11/6,6R/2/.14/5,1R/1/.15/1 6R/4/.10/6,12R/5/.16/4,,,山口,山口,47,15:54,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,3R,4,4344,A1,新田　　雄史,1,0,0.14,7.75,55.93,72.88,9.50,81.25,93.75,44,27.95,45.96,27,44.24,61.21,4R/2/.22/6 11R/6/.30/6,10R/4/.10/3,3R/1/.10/1 10R/3/.18/4,9R/5/.07/5,,,三重,三重,41,15:54,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,3R,5,4444,A1,桐生　　順平,0,0,0.13,7.27,41.41,61.62,8.17,83.33,83.33,53,35.47,52.33,51,34.91,55.62,4R/6/.08/2 9R/3/.18/3,9R/3/.13/5,11R/2/.13/6,2R/5/.08/4 11R/1/.12/1,,,埼玉,福島,39,15:54,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,3R,6,4685,A1,島村　　隆幸,1,0,0.14,7.44,59.41,78.22,7.28,66.67,83.33,37,33.15,50.83,67,27.12,45.76,6R/3/.06/3 10R/6/.11/6,2R/1/.11/1,12R/2/.09/3,4R/3/.11/5 10R/5/.17/4,,,徳島,高知,35,15:54,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,4R,1,4266,A1,長田　　頼宗,0,0,0.15,6.93,49.15,64.41,6.05,40.54,62.16,35,42.68,56.71,20,30.57,45.86,7R/5/.08/3,2R/6/.22/6 7R/2/.11/1,3R/3/.06/5,5R/1/.13/2,,,東京,神奈川,41,16:23,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,4R,2,3590,A1,濱野谷　憲吾,0,0,0.14,7.03,48.28,65.52,7.30,60.00,80.00,60,44.38,58.13,57,41.21,54.55,8R/1/.11/2,3R/2/.10/2 10R/6/.09/6,12R/4/.03/6,7R/5/.15/6,,,東京,東京,52,16:23,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,4R,3,4237,A1,大峯　　　豊,0,0,0.14,7.13,50.86,72.41,7.10,50.00,70.00,20,42.11,62.41,22,30.46,52.87,1R/5/.19/4 11R/3/.08/5,9R/1/.13/3,2R/4/.10/3,2R/6/.20/6 9R/2/.14/3,,,山口,山口,42,16:23,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,4R,4,4205,A1,山口　　　剛,0,0,0.14,8.02,57.43,73.27,5.75,50.00,50.00,50,34.78,53.26,59,37.85,55.37,1R/4/.14/3 9R/6/.20/6,7R/3/.12/6,6R/2/.09/3 12R/5/.04/2,6R/1/.10/1,,,広島,広島,44,16:23,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,4R,5,4446,A1,和田　　兼輔,1,0,0.13,6.80,50.89,69.64,6.00,41.67,62.50,32,43.85,56.15,26,29.94,45.76,3R/1/.13/1,1R/2/.13/5 10R/3/.11/4,7R/2/.05/5,12R/6/.15/5,,,兵庫,兵庫,39,16:23,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,4R,6,4848,A1,仲谷　　颯仁,0,0,0.15,7.61,52.21,73.45,5.93,42.86,50.00,24,37.17,62.30,69,35.12,48.81,2R/1/.13/1 11R/5/.13/3,6R/5/.01/6,5R/3/.10/2,1R/2/.14/4 10R/6/.17/6,,,福岡,福岡,32,16:23,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,5R,1,4030,A1,森高　　一真,0,0,0.14,6.84,39.06,58.59,6.74,38.24,64.71,21,33.33,49.72,47,32.02,48.31,2R/3/.08/4,5R/4/.23/5,3R/2/.09/2 11R/5/.11/4,2R/3/.10/5,,,香川,香川,48,16:52,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,5R,2,4061,A1,萩原　　秀人,0,0,0.14,7.53,58.87,74.19,6.71,47.06,64.71,33,41.01,56.74,71,41.21,54.40,2R/2/.09/3,2R/3/.14/5 12R/6/.22/4,6R/1/.06/1,1R/5/.14/2 6R/4/.12/5,,,福井,福井,47,16:52,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,5R,3,4166,A1,吉田　　拡郎,0,0,0.12,7.78,59.52,76.19,7.00,33.33,66.67,25,27.69,39.23,37,33.71,50.86,5R/6/.10/5 10R/2/.09/3,10R/5/.11/2,9R/1/.08/1,3R/4/.12/5 8R/3/.11/5,,,岡山,岡山,44,16:52,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,5R,4,4851,A1,関　　　浩哉,0,0,0.13,7.43,44.23,63.46,7.80,61.98,80.99,67,35.63,58.13,29,31.79,47.40,4R/4/.05/4 10R/3/.12/1,,2R/2/.03/1 10R/1/.11/2,6R/6/.09/6,,,群馬,群馬,31,16:52,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,5R,5,4361,A1,柳生　　泰二,0,0,0.14,7.51,59.02,73.77,7.80,80.00,90.00,56,42.57,54.73,66,34.91,47.93,2R/5/.10/6 8R/2/.14/1,11R/4/.14/3,3R/5/.08/6,1R/1/.26/6 7R/3/.11/5,,,山口,山口,41,16:52,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,5R,6,5224,A1,西岡　　顕心,0,0,0.15,7.27,51.26,68.91,0.00,0.00,0.00,28,38.92,55.69,31,38.10,60.12,3R/6/.09/3 11R/4/.07/2,12R/2/.11/3,5R/1/.03/4,5R/3/.18/6 11R/5/.13/6,,,香川,香川,25,16:52,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,6R,1,3716,A1,石渡　　鉄兵,0,0,0.12,6.84,44.04,62.39,6.52,43.48,60.87,75,28.22,43.56,35,37.14,55.43,4R/3/.18/3,12R/4/.11/2,4R/2/.10/3 8R/5/.18/5,4R/4/.10/4,,,東京,千葉,51,17:21,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,6R,2,3854,A1,吉川　　元浩,1,0,0.14,6.95,46.02,68.14,7.00,46.67,66.67,57,30.41,47.37,72,30.82,47.17,5R/5/.08/6,4R/4/.09/3 8R/1/.07/5,9R/6/.10/5,6R/2/.09/4,,,兵庫,兵庫,53,17:21,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,6R,3,4494,A1,河合　　佑樹,1,0,0.15,6.95,48.42,65.26,5.70,33.33,51.85,29,27.54,47.10,12,30.59,46.47,10R/4/.12/5,5R/2/.21/2 11R/6/.16/6,1R/6/.14/6,12R/1/.17/1,,,静岡,静岡,39,17:21,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,6R,4,4337,A1,平本　　真之,0,0,0.13,7.40,50.00,71.92,6.31,38.46,57.69,43,26.24,47.52,18,30.25,43.83,1R/3/.12/5 7R/1/.01/2,3R/4/.17/5,9R/5/.06/3,7R/4/.13/4 12R/2/.18/2,,,愛知,愛知,42,17:21,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,6R,5,4497,A1,桑原　　　悠,0,0,0.14,7.51,58.33,71.97,6.44,44.44,55.56,34,37.63,57.73,21,32.20,53.67,2R/6/.16/5,3R/1/.08/1,4R/4/.05/6 12R/3/.08/5,11R/6/.15/4,,,長崎,長崎,39,17:21,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,6R,6,4366,A1,前沢　　丈史,1,0,0.14,6.43,45.00,70.00,6.38,44.68,70.21,38,39.46,58.50,14,39.20,52.27,3R/3/.16/6,8R/4/.04/3,1R/3/.14/5 10R/5/.10/6,1R/3/.22/5,,,東京,茨城,40,17:21,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,7R,1,4547,A1,中田　　竜太,0,0,0.16,6.84,41.96,65.18,6.31,34.38,56.25,40,32.28,50.26,44,40.72,59.28,3R/5/.16/5,4R/2/.24/6,4R/1/.09/1 10R/4/.04/1,9R/6/.09/4,,,埼玉,福島,38,17:51,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,7R,2,3783,A1,瓜生　　正義,0,0,0.15,6.79,41.61,57.66,6.77,45.45,59.09,46,37.64,51.69,56,39.55,50.28,8R/5/.16/3,1R/4/.17/3 7R/1/.15/2,11R/6/.18/5,5R/2/.15/4,,,福岡,福岡,50,17:51,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,7R,3,3415,A1,松井　　　繁,0,0,0.14,7.16,46.15,63.08,6.76,40.54,64.86,62,42.31,60.44,40,30.95,46.43,7R/4/.01/5,6R/1/.11/1,5R/6/.09/5 10R/2/.17/5,3R/5/.12/4,,,大阪,大阪,56,17:51,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,7R,4,3942,A1,寺田　　　祥,0,0,0.14,6.94,55.14,71.96,4.43,14.29,28.57,69,35.63,55.00,36,34.64,54.19,6R/6/.11/6,6R/2/.14/5,1R/1/.15/1 6R/4/.10/6,12R/5/.16/4,,,山口,山口,47,17:51,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,7R,5,4024,A1,井口　　佳典,0,0,0.16,6.73,46.79,59.63,6.61,45.45,51.52,36,27.22,42.41,28,30.64,48.55,6R/1/.14/4,5R/5/.22/6,2R/6/.19/5 8R/2/.08/4,12R/4/.13/3,,,三重,三重,49,17:51,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,7R,6,4571,A1,菅　　　章哉,1,0,0.14,6.35,44.09,52.69,5.00,37.50,37.50,17,34.34,52.53,19,35.43,48.57,7R/3/.03/1,8R/6/.25/6,2R/1/.12/6 7R/4/.11/6,8R/5/.05/2,,,徳島,徳島,38,17:51,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,8R,1,4686,A1,丸野　　一樹,0,0,0.14,7.65,49.54,69.72,9.89,100.00,100.00,64,31.67,50.56,23,40.49,53.37,2R/4/.07/2 9R/1/.17/1,8R/2/.09/1,5R/5/.06/6,3R/6/.10/6 11R/3/.19/5,,,滋賀,京都,35,18:21,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,8R,2,4352,A1,下條　雄太郎,0,0,0.15,7.31,59.70,76.12,5.89,36.84,52.63,14,48.97,66.90,75,30.34,50.00,5R/3/.12/3,7R/5/.13/5,1R/5/.12/4 8R/1/.07/3,7R/6/.14/3,,,長崎,長崎,40,18:21,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,8R,3,3590,A1,濱野谷　憲吾,0,0,0.14,7.03,48.28,65.52,7.30,60.00,80.00,60,44.38,58.13,57,41.21,54.55,8R/1/.11/2,3R/2/.10/2 10R/6/.09/6,12R/4/.03/6,7R/5/.15/6,,,東京,東京,52,18:21,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,8R,4,4446,A1,和田　　兼輔,1,0,0.13,6.80,50.89,69.64,6.00,41.67,62.50,32,43.85,56.15,26,29.94,45.76,3R/1/.13/1,1R/2/.13/5 10R/3/.11/4,7R/2/.05/5,12R/6/.15/5,,,兵庫,兵庫,39,18:21,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,8R,5,4371,A1,西山　　貴浩,0,0,0.13,7.25,48.15,62.96,6.60,50.00,60.00,52,26.40,37.60,61,39.76,60.24,9R/2/.16/4,5R/6/.23/3 12R/3/.15/6,7R/1/.04/2,8R/4/.09/4,,,福岡,福岡,39,18:21,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,8R,6,4847,A1,佐藤　隆太郎,0,0,0.16,7.15,51.75,71.93,4.81,12.50,31.25,12,40.13,62.50,25,30.06,41.72,9R/4/.19/5,1R/5/.14/6,2R/5/.14/4 9R/2/.09/6,12R/3/.18/6,,,東京,東京,32,18:21,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,9R,1,3941,A1,池田　　浩二,0,0,0.12,7.71,49.21,68.25,5.94,27.78,44.44,72,29.94,49.10,42,34.08,49.16,12R/4/.10/3,4R/6/.10/4 9R/2/.14/6,7R/5/.10/1 12R/1/.07/1,6R/3/.08/2,,,愛知,愛知,48,18:55,第７２回ボートレースメモリアル,準優勝戦,５日目
桐生,01,20260829,9R,2,4586,A1,磯部　　　誠,0,0,0.13,7.68,53.45,71.55,5.50,37.50,50.00,41,30.81,44.19,68,31.25,47.16,3R/2/.12/2 9R/5/.16/2,11R/1/.07/1,6R/6/.11/5,5R/4/.11/3 9R/3/.12/2,,,愛知,愛知,35,18:55,第７２回ボートレースメモリアル,準優勝戦,５日目
桐生,01,20260829,9R,3,4262,A1,馬場　　貴也,0,0,0.14,7.70,51.52,71.21,6.74,40.74,51.85,59,40.26,59.74,60,37.22,51.67,5R/4/.11/2 11R/2/.09/4,2R/5/.18/2,4R/6/.15/5 11R/3/.13/2,10R/1/.18/1,,,滋賀,京都,42,18:55,第７２回ボートレースメモリアル,準優勝戦,５日目
桐生,01,20260829,9R,4,4445,A1,宮地　　元輝,0,0,0.12,7.08,47.12,59.62,5.33,33.33,33.33,65,36.87,53.07,39,32.02,48.88,7R/2/.05/6,1R/6/.11/4 9R/4/.04/1,6R/3/.08/2,4R/1/.06/1,,,佐賀,佐賀,39,18:55,第７２回ボートレースメモリアル,準優勝戦,５日目
桐生,01,20260829,9R,5,4787,A1,椎名　　　豊,0,0,0.14,7.71,69.84,82.54,7.42,61.19,76.12,48,32.60,53.59,48,39.08,54.02,8R/3/.09/6,2R/2/.17/3 9R/5/.06/2,8R/6/.14/6,1R/4/.05/1 8R/1/.17/1,,,群馬,群馬,37,18:55,第７２回ボートレースメモリアル,準優勝戦,５日目
桐生,01,20260829,9R,6,4013,A1,中島　　孝平,0,0,0.14,7.25,52.83,69.81,7.09,52.17,67.39,26,32.00,50.29,62,33.14,47.34,1R/2/.17/2 8R/6/.13/4,6R/6/.06/4,3R/4/.08/3,3R/1/.06/1 10R/3/.19/5,,,福井,福井,46,18:55,第７２回ボートレースメモリアル,準優勝戦,５日目
桐生,01,20260829,10R,1,4238,A1,毒島　　　誠,0,0,0.15,7.70,62.24,77.55,8.99,83.52,94.51,73,47.86,68.57,33,31.79,51.45,12R/1/.05/1,6R/4/.07/3 11R/2/.08/2,4R/5/.09/2 9R/3/.05/2,11R/4/.17/2,,,群馬,群馬,42,19:30,第７２回ボートレースメモリアル,準優勝戦,５日目
桐生,01,20260829,10R,2,4719,A1,上條　　暢嵩,0,0,0.14,7.50,47.90,67.23,8.05,57.89,84.21,15,41.32,57.02,55,29.88,43.90,12R/5/.14/5,2R/4/.18/4 8R/3/.06/2,11R/1/.12/1,4R/6/.08/2 8R/2/.10/3,,,大阪,大阪,32,19:30,第７２回ボートレースメモリアル,準優勝戦,５日目
桐生,01,20260829,10R,3,4362,A1,土屋　　智則,0,0,0.15,6.91,49.62,69.47,7.51,59.65,76.32,71,32.48,45.86,70,30.11,46.59,6R/5/.07/2,4R/1/.11/2,1R/2/.10/3 11R/4/.09/3,3R/3/.08/3,,,群馬,群馬,41,19:30,第７２回ボートレースメモリアル,準優勝戦,５日目
桐生,01,20260829,10R,4,3959,A1,坪井　　康晴,0,0,0.13,7.12,48.33,67.50,7.61,55.56,77.78,45,38.36,60.27,74,34.73,56.29,5R/2/.12/4,1R/1/.23/1 6R/3/.11/2,7R/6/.09/4,10R/4/.16/3,,,静岡,静岡,48,19:30,第７２回ボートレースメモリアル,準優勝戦,５日目
桐生,01,20260829,10R,5,4418,A1,茅原　　悠紀,0,0,0.13,7.68,52.34,71.09,6.67,33.33,55.56,31,35.50,49.11,73,38.10,53.57,12R/3/.04/4,3R/3/.09/3 12R/5/.10/5,3R/6/.07/4 8R/4/.11/2,9R/1/.12/1,,,岡山,岡山,39,19:30,第７２回ボートレースメモリアル,準優勝戦,５日目
桐生,01,20260829,10R,6,4682,A1,大上　　卓人,0,0,0.14,7.22,49.17,66.67,6.25,33.33,58.33,47,29.28,44.75,38,35.93,59.88,4R/1/.06/1,1R/3/.14/2 11R/5/.16/5,5R/4/.08/3,5R/6/.15/5,,,広島,広島,35,19:30,第７２回ボートレースメモリアル,準優勝戦,５日目
桐生,01,20260829,11R,1,4320,A1,峰　　　竜太,0,0,0.13,8.73,61.22,80.61,6.20,20.00,60.00,27,49.01,66.23,41,33.53,51.50,12R/2/.07/2,7R/4/.12/3 12R/1/.08/1,10R/6/.14/3,5R/5/.14/1 10R/2/.18/2,,,佐賀,佐賀,41,20:07,第７２回ボートレースメモリアル,準優勝戦,５日目
桐生,01,20260829,11R,2,4188,A1,久田　　敏之,0,0,0.12,7.98,66.93,80.31,7.58,62.60,81.68,51,31.82,43.51,17,35.98,56.71,12R/6/.16/6,5R/3/.17/4 10R/1/.09/1,6R/5/.11/4,2R/4/.03/1 7R/2/.09/2,,,群馬,群馬,45,20:07,第７２回ボートレースメモリアル,準優勝戦,５日目
桐生,01,20260829,11R,3,4831,A1,羽野　　直也,0,0,0.15,7.33,56.19,70.48,6.03,32.35,55.88,11,32.58,54.49,52,41.42,61.54,7R/6/.11/4,4R/5/.10/1 10R/2/.14/5,2R/3/.05/2,7R/1/.12/1,,,福岡,福岡,31,20:07,第７２回ボートレースメモリアル,準優勝戦,５日目
桐生,01,20260829,11R,4,4477,A1,篠崎　　仁志,0,0,0.13,7.24,45.61,69.30,5.56,11.11,44.44,30,46.58,60.96,15,41.21,58.79,5R/1/.07/1,3R/5/.11/4 9R/6/.09/4,1R/4/.11/2,4R/2/.09/3,,,福岡,福岡,38,20:07,第７２回ボートレースメモリアル,準優勝戦,５日目
桐生,01,20260829,11R,5,5121,A1,定松　　勇樹,1,0,0.13,7.54,51.35,65.77,7.39,55.56,72.22,74,38.04,59.78,45,44.12,60.59,6R/4/.09/5 11R/1/.10/1,8R/5/.13/4,8R/3/.08/1 12R/6/.06/4,3R/2/.05/2,,,佐賀,福岡,25,20:07,第７２回ボートレースメモリアル,準優勝戦,５日目
桐生,01,20260829,11R,6,4939,A1,宮之原　輝紀,0,0,0.14,7.49,60.91,69.09,6.67,50.00,66.67,49,34.41,48.39,30,33.15,50.83,1R/1/.18/1 10R/5/.09/4,4R/3/.18/5,5R/2/.09/1,1R/6/.13/3 9R/4/.08/6,,,東京,東京,28,20:07,第７２回ボートレースメモリアル,準優勝戦,５日目
桐生,01,20260829,12R,1,4061,A1,萩原　　秀人,0,0,0.14,7.53,58.87,74.19,6.71,47.06,64.71,33,41.01,56.74,71,41.21,54.40,2R/2/.09/3,2R/3/.14/5 12R/6/.22/4,6R/1/.06/1,1R/5/.14/2 6R/4/.12/5,,,福井,福井,47,20:40,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,12R,2,4686,A1,丸野　　一樹,0,0,0.14,7.65,49.54,69.72,9.89,100.00,100.00,64,31.67,50.56,23,40.49,53.37,2R/4/.07/2 9R/1/.17/1,8R/2/.09/1,5R/5/.06/6,3R/6/.10/6 11R/3/.19/5,,,滋賀,京都,35,20:40,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,12R,3,4547,A1,中田　　竜太,0,0,0.16,6.84,41.96,65.18,6.31,34.38,56.25,40,32.28,50.26,44,40.72,59.28,3R/5/.16/5,4R/2/.24/6,4R/1/.09/1 10R/4/.04/1,9R/6/.09/4,,,埼玉,福島,38,20:40,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,12R,4,4266,A1,長田　　頼宗,0,0,0.15,6.93,49.15,64.41,6.05,40.54,62.16,35,42.68,56.71,20,30.57,45.86,7R/5/.08/3,2R/6/.22/6 7R/2/.11/1,3R/3/.06/5,5R/1/.13/2,,,東京,神奈川,41,20:40,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,12R,5,4350,A1,篠崎　　元志,0,0,0.13,8.03,67.24,79.31,6.00,33.33,55.56,70,33.15,46.63,34,34.48,47.13,1R/6/.16/6 6R/2/.08/1,11R/3/.09/4,9R/4/.02/4,2R/1/.09/2 6R/5/.10/3,,,福岡,福岡,40,20:40,第７２回ボートレースメモリアル,一般,５日目
桐生,01,20260829,12R,6,3716,A1,石渡　　鉄兵,0,0,0.12,6.84,44.04,62.39,6.52,43.48,60.87,75,28.22,43.56,35,37.14,55.43,4R/3/.18/3,12R/4/.11/2,4R/2/.10/3 8R/5/.18/5,4R/4/.10/4,,,東京,千葉,51,20:40,第７２回ボートレースメモリアル,一般,５日目
平和島,04,20260829,1R,1,4003,B1,表　　　憲一,0,0,0.18,5.53,33.71,57.30,0.00,0.00,0.00,52,25.00,37.50,48,16.13,38.71,5R/6/.09/2,2R/5/.20/3 8R/2/.24/4,,,,,福井,石川,48,11:48,オラレ刈羽開設１０周年記念第６４回東中スポーツ杯,予選,３日目
平和島,04,20260829,1R,2,4376,A2,藤田　　靖弘,0,0,0.15,5.78,42.65,56.62,6.00,50.00,64.29,65,36.54,51.92,49,19.23,38.46,7R/1/.13/3,6R/6/.17/4 10R/4/.14/4,,,,,静岡,静岡,42,11:48,オラレ刈羽開設１０周年記念第６４回東中スポーツ杯,予選,３日目
平和島,04,20260829,1R,3,4909,B1,薮内　　瑞希,1,0,0.16,4.79,32.97,43.96,5.44,33.33,55.56,66,32.65,51.02,68,40.82,53.06,,1R/4/.16/4 9R/4/.19/6,,,,,岡山,岡山,30,11:48,オラレ刈羽開設１０周年記念第６４回東中スポーツ杯,予選,３日目
平和島,04,20260829,1R,4,4957,B1,竹之内　　極,0,0,0.17,5.49,36.19,54.29,6.00,38.46,61.54,26,32.00,56.00,62,31.15,62.30,3R/1/.19/5 11R/5/.17/3,4R/2/.16/6,,,,,福岡,鹿児島,31,11:48,オラレ刈羽開設１０周年記念第６４回東中スポーツ杯,予選,３日目
平和島,04,20260829,1R,5,5056,B2,西岡　　成美,0,0,,4.94,33.33,50.00,0.00,0.00,0.00,17,30.19,41.51,70,48.00,68.00,4R/4/.11/6,8R/3/.18/6,,,,,徳島,徳島,30,11:48,オラレ刈羽開設１０周年記念第６４回東中スポーツ杯,予選,３日目
平和島,04,20260829,1R,6,4207,A1,松下　　一也,1,0,0.13,5.99,49.50,58.42,6.45,47.73,61.36,10,38.89,52.78,54,35.19,50.00,11R/1/.18/1,3R/5/.18/6,,,,,静岡,静岡,43,11:48,オラレ刈羽開設１０周年記念第６４回東中スポーツ杯,予選,３日目
